Index,Title,Supplier,Price,Category,Warranty,ModelNumber,Description,ImageUrl
81,Bếp gas âm Abbaka AB-DIAMOND D01C,Abbaka,4.880.000₫,Bếp gas âm,: 24 tháng,AB-DIAMOND D01C,"Bếp gas âm ABBAKA AB-Diamond-D01Cthương hiệu của ITALYA nhập khẩu nguyên chiếc về Việt Nam. Mặt kính caro xanh đen phối màu sang trọng. Mặt kính dày 8mm cường lực, chịu nhiệt cao, sáng bóng dễ vệ sinh.<br>Bếp gas âm ABBAKA AB-DIAMOND D01C có bộ chia lửa bằng đồng nguyên khối, 3 vòng lửa.<br><br>Họng chia lửa bằng gang đúc siêu bền. Khay chống tràn nước bằng inox. Bếp được tích hợp hệ thống đánh lửa IC, hệ thống tự động ngắt gas an toàn.<br>Núm bật-tắt thiết kế dạng tròn bằng nhựa cứng.<br>Kiềng bằng gang đúc nguyên khối.<br>Bếp gas âmABBAKA Diamond-D01Ccó kích thước 750x450 mm và kích thước khoét đá là 680x380 mm chuẩn quốc tế. Giúp bạn có thể dễ dàng thay thế các mẫu bếp tương tự sau thời gian sử dụng bếp mà không lo tới kích thước.<br>",2017-07-15-abbakaabdiamondd01c400.png
82,Bếp gas âm Sevilla SV-228 Line,Sevilla,5.516.000₫,Bếp gas âm,: 24 tháng,SV-228 Line,"Tính năng nổi bậtBếp gas âm Sevilla SV-228 Line:<br>- Thiết kế: Được thiết kế chủ đạo bằng mặt kính màu đen dày 8mm có khả năng chịu lực và chịu nhiệt cao. Bếp có 2 lò đun tiện lợi có đầu hầm giúp tiết kiệm gas khi ninh nấu...- Độ an toàn: Bếp được trang bị công nhệ cảm ứng ngắt gas tự động an toàn mới nhất của sevilla- Độ bền: Kiềng bếp được làm bằng gas sơn phủ tĩnh điện cực kỳ bền bỉ và giảm khả năng trơn trượt khi sử dụng, Mâm chia lửa Somipress được nhập khẩu nguyên chiếc từ Italy giúp tăng năng suất và tiết kiệm gás khi sử dụng<br><br>Bếp gas âmSevilla SV-228 Line:- Model: SV-228 Line- Số lượng lò: 2- Kiềng: Gang- Bề mặt: Kính cường lực dày 8mm- Cảm ứng ngắt gas tự động: Có- Đánh lửa: Pin- Mức độ tiêu thụ gas: 0.3kg/1h- Kích thước mặt kính: 750x450 mm- Kích thước khoét đá: 680x380 mm<br>",2017-07-05-bep-gas-am-sevilla-sv-228-line400.png
83,Bếp gas âm Sevilla SV-703,Sevilla,3.976.000₫,Bếp gas âm,: 24 tháng,SV-703,"Sản phẩmbếp gas âm Sevilla SV - 703là sản phẩm bếp gas âm thuộc thương hiệu bếp gas Sevilla Tây Ban Nha.Sản phẩm bếp gas âm Sevilla SV - 703 là bếp gas âm có 3 lò nấu với 2 lò bằng nhau và 1 lò nấu có kích thước nhỏ hơn ở chính giữa bếp. Mặt kính của bếp được làm từ kính cường lực chịu nhiệt, chịu lực với độ dày lên tới 8mm. Mặt kính được trang trí 1 viền giương lớn trải dài tạo sự tinh tế, sang trọng cho sản phẩm.<br><br>- Kiềng của bếp gas âmSevilla SV-703toàn bộ được làm bằng gang đúc chịu lực chịu nhiệt, chống cong vênh. Kiềng dày dặn giúp chống trơn trượt đáy nồi đồng thời giúp dữ nhiệt hạn chế để nhiệt lượng bị thoát ra ngoài.- Mâm chia lửa của bếp được làm từ đồng chống cong vênh. Mâm chia lửa kiểu Á phù hợp với nhu cầu nấu nướng của người Việt Nam nói riêng và người Châu Á nói chung. Sản phẩm cho ngọn lửa xanh và đều rất tiết kiệm gas.- Sản phẩm Sevilla SV-703 có thích hợp hệ thống tự động ngắt gas an toàn khi có sự cố nấu nướng rất an toàn và tiện dụng.<br>Như đã nói, bếp gas âm Sevilla SV-703 là bếp có 3 lò nấu tuy nhiên khác với những sản phẩm với 1 lò nhỏ chỉ là bếp với đầu hầm thì bếp Sevilla SV - 703 hoàn toàn khách với hệ thống 3 lò có tác dụng như nhau ( kiềng, mâm chia lửa, chế độ ngắt gas, chế độ đầu hầm đều có ở 3 bếp) chỉ khác nhau về lượng gas tiêu thụ giữa các lò lớn và lò nhỏ.<br>Núm chia lửa bằng nhựa, với thiết kế đơn giản dễ dàng điều chỉnh các mức nhiệt khi đun nấu<br>Bếp có kích thước chuẩn với kích thước bếp: 730 x 430 x 70 mm và kích thước khoét đá: 680 x 380 mm, kích thước này dễ dàng lắp đặt và sử dụng phù hợp với nhiều không gian bếp.Sản phẩmbếp gas âmSevilla SV-703 hiện đang được bày bán tại Bếp 247.vn với giá ưu đãi nhất. Sản phẩm được bảo hành 24 tháng tại nhà chính hãng Sevilla.<br>",2017-07-05-bepgaamsv703400.png
84,Bếp Gas Siemens ER426AB70E,Siemens,16.500.000₫,Bếp gas âm,: 24 tháng,ER426AB70E,"Là dòng sản phẩm bếp gas hiện đại và đời mới hàng đầu hiện nay, mẫu bếp gas SiemensER426AB70Eđược thiết kế với kiểu dáng bếp gas Domino cực kỳ ấn tượng với hình chữ nhật nằm theo chiều dọc, giúp tiết kiệm tối đa diện tích bếp. Không những thế sản phẩm còn được lắp đặt âm tủ rất nhỏ gọn, tiện ích và hài hòa với nhiều thiết bị nhà bếp khác.<br><br>Bếp gasER426AB70Esẽ là sự lựa chọn hoàn hảo cho những gia đình thường xuyên nấu ăn và yêu cầu sự chuẩn xác trong từng món ăn thì đây sẽ là sản phẩm đáp ứng được hết vì nó làm chín thức ăn trực tiếp bằng ngọn lửa - đây là phương pháp nấu ăn ngon nhất, thơm nhất, thức ăn được làm chín nhiều chất dinh dưỡng nhất, nhanh nhất và món ăn còn hoàn hảo hơn khi chúng ta nấu ăn bằng các loại bếp điện.<br>– Bếp gas được thiết kế theo kiểu dáng domino với 1 vùng nấu 30cm.– Chất liệu làm bếp gas hoàn toàn từ: kính gốm đen cực bền bỉ.– Bếp có điện áp (V): 220-240 V– Dây nguồn dài 100 cm cực dễ lắp đặt.– Tần số: 60 ; 50 Hz rất phù hợp với môi trường sống của người Việt Nam và không ảnh hưởng đến sức khỏe con người.– Không những thế, sản phẩm còn có một hệ thống đèn đốt kép giúp việc nấu ăn trở nên nhanh hơn với mức công suất lên đến 6 kW.– Mặt kính của bếp là loại kính gốm đặc biệt “ SCHOTT CERAN ” cao cấp. Đây là loại mặt kính chuyên dùng cho các sản phẩm bếp hiện đại với khả năng chịu nhiệt và chịu lực tốt nhất thế giới. Mặt bếp có thể chịu được cú sốc nhiệt lên đến 750 độ C và những va đập mạnh, đảm bảo an toàn. Ngoài ra, mặt kính được làm từ những nguyên liệu thân thiện với môi trường, dễ dàng lau chùi làm sạch, đảm bảo an toàn cho sức khỏe của cả gia đình.<br><br>- Viền ngoài của bếp được bao bởi nhôm màu trắng bạc tạo thêm sự thanh nhà, cuốn hút. Thiết kế lắp âm của bếp gas khiến không gian rộng rãi, và gọn gàng hơn, không bị xê dịchkhi sử dụng, không gây cản trở khi nấu nướng.<br>- Bếp được thiết kế lò đốt kép: hệ thống ngọn lửa kép rất mạnh ở mức 6kW giúp nấu ăn một cách nhanh chóng, tiết kiệm thời gian. Nếu muốn đun nấu với ngọn lửa nhỏ, bếp gas cũng đáp ứng được. Bếp có thể điều chỉnh ngọn lửa mạnh mẽ và nhẹ nhàng cùng lúc, từ 6kW xuống 0,3kW tức thì.<br>- Bảng điều khiển màn hình kỹ thuật số: hiện thị mức năng lượng đã lựa chọn và nhiệt dư còn lại để đảm bảo an toàn hơn.<br>- Flame Select: có 9 cấp độ để điều chỉnh chính xác ngọn lửa, giúp bữa ăn được nấu ngon hơn.<br>- Bếp gas thông thường phả đánh lửa nên việc sử dụng bằng các núm xoay, vặn là thiết kế bắt buộc. Tuy nhiên núm xoay vặn của Bếp gas Siemens được thiết kế rất vừa vặn và dễ dàng điều khiển. Người sử dụng chỉ cần xoay nhẹ núm xoay và chọn mức nhiệt định sẵn. Sản phẩm thân thiện và dễ sử dụng ngay với mọi đối tượng.<br><br>- Bếp được thiết kế để luôn đảm bảo sạch sẽ sau khi sử dụng. Nhờ bề mặt trơn nhẵn, chất lượng cao, kiềng bếp gas được thiết kế hỗ trợ khi cho vào máy rửa bát. Rửa bằng máy rửa bát khách hàng không phải lo lắng kiềng bếp bị ăn mòn, nứt hoặc đổi màu khi rửa.<br>Hiện tại các sản phẩm đến từ Siemens đã và đang được phân phối với giá tốt nhất thị trường tại Bếp 247, bảo hành chính hãng 2 năm. Quý khách hàng hoàn toàn có thể an tâm khi sử dụng<br>",2022-12-19-bep-gas-siemens-er426ab70e.png
85,Bếp âm 3 lò nấu Napoliz NA-E300,Napoliz,3.550.000₫,Bếp gas âm,: 24 tháng,NA-E300,"Đặc điểmbếp ga âm Napoliz NA-E300<br><br>Bếp âm kínhNapoliz 03 lò nấu ( 03+ 03+01 vòng lửa)<br>* Model:NA-E300<br>* Kiềng gang đúc siêu bền.<br>* Kiểu bát chia lửa bằng đồng chống cong vênh<br>* Chế độ pép hầm tiết kiệm gas.<br>* Hệ thống đánh lửa pin xoay<br>* Cảm ứng ngắt gas tự động,an toàn.<br>* Mặt kính chịu lực, chịu nhiệt dày 8mm<br>* Kích thước mặt kính : 760 x 450mm x 150mm<br>* Kích thước khoét đá : 705 x 395mm<br>",2017-07-10-fullna-e300400.png
86,Bếp Gas Miele CS 7101 FL,Miele,40.500.000₫,Bếp gas âm,: 24 tháng,CS 7101 FL,"Bạn thích nấu ăn và muốn hoàn thiện kỹ năng nấu nướng của mình? Các thiết bị trong dòng Miele SmartLine mới mang đến cho bạn những lựa chọn hoàn hảo để đáp ứng các nhu cầu sáng tạo của bạn. Bếp Gas Miele SmartLineCS 7101 FLsẽ là một thiết bị thiết thực giúp bạn hoàn thiện khu vực nấu nướng độc đáo của riêng mình. Dòng sản phẩm được thiết kế với đầu đốt kép đặc biệt phù hợp cho các dụng cụ nấu có kích thước lớn<br><br>Trang bị đầu đốt kép công suất lớn<br>Dòng sản phẩm Bếp Gas Miele SmartLineCS 7101 FLđược thiết kế với đầu đốt kép có công suất cực lớn lên đến 4500W. Nhờ công suất cao và được điều chỉnh linh hoạt giữa các đầu đốt giúp quá trình nấu ăn đạt hiệu quả cao hơn. Thiết kế hoàn hảo phục vụ cho việc nấu nướng nhanh hơn với các dụng cụ nấu có đường kính lên đên 300mm.<br>Bảo vệ hiệu quả và làm sạch dễ dàng hơn<br>Bếp gas Miele được trang bị các kiềng bếp với lớp tráng men bóng mờ, độ bền cao, có thể được làm sạch bằng máy rửa bát. Điều này làm cho việc vệ sinh bếp trong quá trình sử dụng trở nên đặc biệt dễ dàng và tiết kiệm thời gian. Với bề mặt bếp bằng kính đen rất dễ lau chùi. Nhờ bề mặt nhẵn bóng, nước bắn và các chất bẩn khác được loại bỏ dễ dàng và nhanh chóng.<br><br>Nấu nướng an toàn với tính năng GasStop<br>Để hạn chế khí gas bị rò rỉ ra bên ngoài trong quá trình nấu ăn và để mang lại sự an toàn cao nhất trong quá trình sử dụng, sản phẩm được trang bị tính năng GasStop. Nếu trong quá trình nấu ăn ngọn lửa bị phụt tắt, chẳng hạn do thức ăn bị sôi trào hoặc do gió lùa, bộ phận đánh lửa với cơ chế an toàn sẽ ngăn không cho khí gas thoát ra ngoài.<br>Vận hành đơn giản với cơ chế đánh lửa điện tử<br>Một trong những tính năng giúp cho quá trình sử dụng được đơn giản hơn đó là việc Miele tích hợp các cơ chế đánh lửa bằng điện tử trên các dòng sản phẩm bếp gas. Với cơ chế này giúp đầu đốt tự động đốt cháy với chỉ một thao tác điều khiển xoay bằng một tay và giữ trong quá trình đánh lửa.<br><br>",2022-11-10-bep-gas-cs-7101-1-fl.jpg
87,Bếp ga âm Rinnai RVB-6SDR(L),Rinnai,3.090.000₫,Bếp gas âm,: 24 tháng,RVB-6SDR(L),"Bếp ga âm Rinnai RVB-6SDR(L)có thiết kế mặt kính màu đen quyến rũ, mặt kính sáng bóng, dễ lau chùi. Kính Ceramic là chất liệu thông dụng của bếp ga âm bởi tính chịu lực, chịu nhiệt tốt,  ít bám bụi bẩn, dầu mỡ.<br><br>Bếp ga âm Rinnai RVB-6SDR(L)có 2 lò nấu, 1 to 1 nhỏ với 2 vòng lửa. Bếp nhỏ chuyên dụng cho các món hầm, ninh. Bạn vừa tiết kiệm chi phí ga cũng như có thời gian làm các công việc khác.<br>2 núm điều khiển dễ sử dụng, hoạt động độc lập.<br>Kiềng thép phủ men 4 chân chắc chắn chịu trọng lượng lớn của xoong, nồi, dễ vệ sinh sau khi nấu.<br>Mâm chia lửa hợp kim bền, tiết kiệm ga, lượng gas tiêu thụ: 0.38kg/h. Bếp có đầu hầm cho ngọn lửa nhỏ, tập trung ở đáy nồi thích hợp hâm nóng thức ăn, và các món ninh, hầm.<br>Hệ thống đánh lửa bằng pin khá phổ biến trên thị trường, tiết kiệm thời gian bật/ tắt, dễ thay thế khi hết và đặc biệt an toàn.<br>Rinnai RVB-6SDR(L)có cảm biến ngắt ga tự động, trước tác động của yếu tố bên ngoài, bảo vệ an toàn tuyệt đối cho gia đình bạn.<br>Hình dáng nhỏ nhắn, kích thước khoét đá 520 x 360 mm phù hợp với mọi gia đình.<br>Bếp được bảo hành 2 năm chính hãng Rinnai tại nhà giúp khách hàng an tâm mua và sử dụng.<br>",2017-12-18-400-4.jpg
88,Bếp gas âm Latino LT-722,Latino,5.376.000₫,Bếp gas âm,: 36 tháng,LT-722,,2017-07-11-lt722.jpg
89,Bếp gas Teka GZC 31330 XBB,Teka,10.392.000₫,Bếp gas âm,: 24 tháng,GZC 31330 XBB,"Bếp gas TekaGZC 31330 XBBvới thiết kế gọn nhẹ phối với màu đen sang trọng sẽ tạo nên nét tinh tế và hiện đại cho không gian sử dụng. Bếp gas với thiết kế lắp âm giúp căn bếp được gọn gàng và đẳng cấp hơn. Bếp với bề mặt bằng kính chịu nhiệt, chịu lực tốt, bề mặt sáng bóng giúp tránh bám bẩn và dễ dàng lau chùi vệ sinh sau khi dùng hiệu quả.<br><br>Thông số sản phẩm bếp gas Teka GZC 31330 XBB<br>– 9 mức công suất với khả năng kiểm soát ngọn lửa chính xác.<br>– 1 đầu đốt vòng đôi 4,00 kW<br>– Kích thước tổng quát sản phẩm: Dài 510mmx Rộng 300mm<br>Tính năng nổi bật của sản phẩm bếp gas TekaGZC 31330 XBB<br>– Điều khiển phía trước với thiết kế tiện dụng.<br>– Mặt kính trước sau vát Schott Ceran (cao 4 mm).<br>– An toàn cặp nhiệt điện.<br>– Bật lửa điện.<br>– Lưới gang bề mặt lớn.<br>– Hỗ trợ chảo tùy chọn.<br>– Bộ cài đặt dễ dàng.<br>",2021-10-24-bep-gas-teka-gzc31330xbb.jpg
90,Bếp Gas Âm Sevilla SV 502,Sevilla,4.200.000₫,Bếp gas âm,: 24 tháng,SV 502,"Bếp gas âm Sevilla SV 502được thiết kế và sản xuất theo tiêu chuẩn chất lượng cao của thương hiệu Sevilla Tây Ban Nha. Bếp với nhiều ưu điểm vượt trội về khả năng nấu nướng và độ bền của chất liệu. Với kiểu dáng hình chữ nhật 2 bếp nấu sang trọng, mặt kính đen sáng bóng giúp nâng cao vẻ đẳng cấp cho mỗi không gian sử dụng.<br><br><br>Bếp gas âm Sevilla SV 502 với thiết kế mặt kính cường lực có vát cạnh có khả năng chịu lực và chịu nhiệt tốt, không bị nứt vỡ khi có vật nặng hoặc nhiệt độ cao xảy ra. Bếp gas sử dụng núm xoay điều khiển đơn giản với hệ thống đánh lửa bằng Pin IC dễ dàng, nhanh mà lại an toàn cho người sử dụng.<br><br><br><br>Ngoài ra, bếp gas đôi âm kính sử dụng những chất liệu cao cấp và bền bỉ để lắp đạt giúp bếp có độ bền cao và giúp công việc nấu ăn hằng ngày của bạn được hiệu quả cũng như an toàn với cảm ứng ngắt gas tự động sẽ tự động ngắt khi bạn hết sử dụng hay là có sự cố xảy ra.<br>Với chế độ Pép hầm tiết kiệm gas của bếp gas đôi âm kínhSevilla SV 502sẽ giúp tiết kiệm được lượng gas tiêu thụ hiệu quả mà vẫn đảm bảo độ mềm và thơm ngon cho thứ ăn. Ngoài ra, nhờ ứng dụng công nghệ tiết kiệm gas giúp bếp Sevilla SV-502 tiết kiệm lượng gas tiêu thụ hiệu quả lên đến 30%.<br><br><br><br>Bếp gas đôi với mâm chia lửa bằng đồng cao cấp siêu bền, họng dẫn gas bằng hợp kim nhôm phủ đồng không bị gỉ sét hoặc đóng cặn bụi trong suốt quá trình sử dụng. Kiềng bếp gas đôi âm kính Sevilla được làm bằng gang đúc, núm hợp kim siêu bền và chắc chắn không bị mài mòn theo thời gian nên bạn có thể yên tâm trong cã quá trình sử dụng.<br><br><br>",2021-01-17-bep-ga-am-sevilla-sv-502.jpg
